"","LTeamID","WTeamID","Season","DayNum","WScore","LScore","WLoc","NumOT","Winner","Loser"
"126293",1385,1344,2010,62,74,59,"A",0,"Providence","St John's"
"126301",1385,1338,2010,117,71,64,"A",0,"Pittsburgh","St John's"
"126341",1385,1353,2010,92,84,72,"H",0,"Rutgers","St John's"
"126349",1385,1181,2010,33,80,71,"H",0,"Duke","St John's"
"126358",1385,1371,2010,107,59,50,"A",0,"Seton Hall","St John's"
"126360",1385,1257,2010,68,75,68,"H",0,"Louisville","St John's"
"126369",1385,1163,2010,79,75,59,"H",0,"Connecticut","St John's"
"126414",1385,1393,2010,120,85,66,"H",0,"Syracuse","St John's"
"126440",1385,1452,2010,96,79,60,"A",0,"West Virginia","St John's"
"126520",1386,1269,2010,86,87,80,"A",0,"Massachusetts","St Joseph's PA"
"126563",1386,1387,2010,99,56,52,"A",0,"St Louis","St Joseph's PA"
"126569",1386,1373,2010,57,92,75,"H",0,"Siena","St Joseph's PA"
"126583",1386,1437,2010,37,97,89,"N",0,"Villanova","St Joseph's PA"
"126626",1386,1350,2010,93,68,58,"A",0,"Richmond","St Joseph's PA"
"126688",1386,1150,2010,114,95,58,"H",0,"Charlotte","St Joseph's PA"
"126698",1386,1269,2010,104,70,62,"H",0,"Massachusetts","St Joseph's PA"
"126711",1386,1382,2010,75,68,65,"H",0,"St Bonaventure","St Joseph's PA"
"126736",1386,1182,2010,90,74,71,"H",0,"Duquesne","St Joseph's PA"
"126787",1386,1348,2010,72,101,74,"H",0,"Rhode Island","St Joseph's PA"
"126812",1386,1396,2010,65,73,46,"H",0,"Temple","St Joseph's PA"
"126818",1386,1345,2010,20,85,60,"N",0,"Purdue","St Joseph's PA"
"126824",1386,1177,2010,21,58,51,"N",0,"DePaul","St Joseph's PA"
"126832",1386,1462,2010,107,88,52,"H",0,"Xavier","St Joseph's PA"
"126836",1386,1396,2010,110,75,67,"A",1,"Temple","St Joseph's PA"
"126837",1386,1165,2010,34,78,66,"H",0,"Cornell","St Joseph's PA"
"126867",1386,1343,2010,61,70,62,"A",0,"Princeton","St Joseph's PA"
"126903",1386,1348,2010,127,87,76,"H",0,"Rhode Island","St Joseph's PA"
"126926",1386,1278,2010,40,97,74,"H",0,"Minnesota","St Joseph's PA"
"126944",1386,1351,2010,28,81,73,"H",0,"Rider","St Joseph's PA"
"126976",1387,1132,2010,61,59,50,"H",0,"Bowling Green","St Louis"
"127076",1387,1396,2010,121,57,51,"A",0,"Temple","St Louis"
"127078",1387,1203,2010,86,67,62,"H",1,"G Washington","St Louis"
"127121",1387,1235,2010,25,65,54,"N",0,"Iowa St","St Louis"
"127167",1387,1150,2010,76,63,61,"H",1,"Charlotte","St Louis"
"127197",1387,1208,2010,30,64,56,"H",0,"Georgia","St Louis"
"127224",1387,1348,2010,130,63,47,"N",0,"Rhode Island","St Louis"
"127227",1387,1283,2010,47,73,63,"A",0,"Missouri St","St Louis"
"127269",1387,1323,2010,26,64,52,"N",0,"Notre Dame","St Louis"
"127340",1387,1462,2010,114,73,71,"A",0,"Xavier","St Louis"
"127405",1387,1350,2010,89,62,36,"H",0,"Richmond","St Louis"
"127561",1388,1339,2010,103,80,75,"H",1,"Portland","St Mary's CA"
"127681",1388,1435,2010,18,72,70,"A",0,"Vanderbilt","St Mary's CA"
"127718",1388,1211,2010,101,80,61,"H",0,"Gonzaga","St Mary's CA"
"127846",1388,1211,2010,73,89,82,"A",0,"Gonzaga","St Mary's CA"
"127860",1388,1425,2010,51,60,49,"N",0,"USC","St Mary's CA"
"127865",1389,1254,2010,22,77,71,"H",0,"LIU Brooklyn","St Peter's"
"127874",1389,1447,2010,40,59,58,"A",0,"Wagner","St Peter's"
"127888",1389,1353,2010,50,66,42,"H",0,"Rutgers","St Peter's"
"128011",1389,1373,2010,87,66,58,"A",0,"Siena","St Peter's"
"128019",1389,1138,2010,110,77,75,"A",1,"Buffalo","St Peter's"
"128029",1389,1371,2010,11,53,51,"H",0,"Seton Hall","St Peter's"
"128088",1389,1351,2010,124,69,57,"N",0,"Rider","St Peter's"
"128104",1389,1373,2010,59,64,53,"H",0,"Siena","St Peter's"
"128111",1389,1233,2010,118,49,48,"A",0,"Iona","St Peter's"
"128153",1389,1193,2010,34,61,48,"A",0,"Fairfield","St Peter's"
"128224",1389,1351,2010,105,72,66,"A",0,"Rider","St Peter's"
"128356",1389,1193,2010,95,59,46,"H",0,"Fairfield","St Peter's"
"128406",1389,1464,2010,19,68,56,"A",0,"Youngstown St","St Peter's"
"128412",1389,1264,2010,67,76,53,"H",0,"Manhattan","St Peter's"
"128442",1390,1321,2010,47,70,62,"H",0,"Northwestern","Stanford"
"128457",1390,1417,2010,94,77,73,"H",0,"UCLA","Stanford"
"128508",1390,1403,2010,50,100,87,"H",0,"Texas Tech","Stanford"
"128519",1390,1449,2010,73,94,61,"H",0,"Washington","Stanford"
"128520",1390,1360,2010,11,77,64,"H",0,"San Diego","Stanford"
"128547",1390,1143,2010,61,92,66,"H",0,"California","Stanford"
"128572",1390,1113,2010,115,68,60,"A",0,"Arizona St","Stanford"
"128573",1390,1112,2010,117,71,69,"A",0,"Arizona","Stanford"
"128627",1390,1449,2010,103,78,61,"A",0,"Washington","Stanford"
"128645",1390,1246,2010,23,73,65,"N",1,"Kentucky","Stanford"
"128674",1390,1450,2010,75,77,73,"H",0,"Washington St","Stanford"
"128678",1390,1113,2010,89,88,70,"H",0,"Arizona St","Stanford"
"128681",1390,1425,2010,96,54,49,"H",0,"USC","Stanford"
"128691",1390,1112,2010,87,76,68,"H",0,"Arizona","Stanford"
"128743",1390,1449,2010,130,79,64,"N",0,"Washington","Stanford"
"128767",1390,1329,2010,44,71,70,"A",0,"Oklahoma St","Stanford"
"128770",1390,1331,2010,16,83,81,"A",0,"Oral Roberts","Stanford"
"128788",1390,1143,2010,124,71,61,"A",0,"California","Stanford"
"128835",1391,1190,2010,96,75,60,"A",0,"ETSU","Stetson"
"128884",1391,1367,2010,28,78,56,"H",0,"SC Upstate","Stetson"
"128904",1391,1125,2010,63,85,71,"H",0,"Belmont","Stetson"
"128931",1391,1149,2010,19,80,64,"H",0,"Charleston So","Stetson"
"129012",1391,1199,2010,16,80,38,"H",0,"Florida St","Stetson"
"129020",1391,1252,2010,110,85,71,"A",0,"Lipscomb","Stetson"
"129046",1391,1144,2010,75,81,55,"H",0,"Campbell","Stetson"
"129089",1391,1366,2010,105,82,68,"A",0,"Savannah St","Stetson"
"129104",1391,1366,2010,49,57,46,"H",0,"Savannah St","Stetson"
"129108",1391,1239,2010,67,80,70,"A",0,"Jacksonville","Stetson"
"129163",1391,1144,2010,94,65,47,"A",0,"Campbell","Stetson"
"129165",1391,1244,2010,91,73,62,"H",0,"Kennesaw","Stetson"
"129181",1391,1196,2010,13,74,46,"H",0,"Florida","Stetson"
"129246",1391,1252,2010,61,84,63,"H",0,"Lipscomb","Stetson"
"129249",1391,1244,2010,83,75,59,"A",0,"Kennesaw","Stetson"
"129275",1391,1316,2010,69,54,44,"A",0,"North Florida","Stetson"
"129317",1391,1257,2010,30,80,48,"H",0,"Louisville","Stetson"
"129321",1391,1274,2010,44,69,49,"A",0,"Miami FL","Stetson"
"129339",1391,1273,2010,89,91,57,"H",0,"Mercer","Stetson"
"129362",1391,1195,2010,86,64,53,"H",0,"FL Gulf Coast","Stetson"
"129414",1391,1239,2010,103,69,54,"H",0,"Jacksonville","Stetson"
"129417",1391,1125,2010,108,79,70,"A",0,"Belmont","Stetson"
"129429",1392,1263,2010,75,67,61,"H",0,"Maine","Stony Brook"
"129473",1392,1357,2010,49,78,70,"H",0,"Sacred Heart","Stony Brook"
"129494",1392,1389,2010,56,67,46,"A",0,"St Peter's","Stony Brook"
"129498",1392,1200,2010,36,93,77,"H",0,"Fordham","Stony Brook"
"129555",1392,1127,2010,71,64,62,"H",0,"Binghamton","Stony Brook"
"129627",1392,1348,2010,22,75,58,"H",0,"Rhode Island","Stony Brook"
"129654",1392,1131,2010,125,70,63,"N",0,"Boston Univ","Stony Brook"
"129696",1392,1306,2010,118,77,55,"H",0,"New Hampshire","Stony Brook"
"129714",1392,1385,2010,30,63,55,"H",0,"St John's","Stony Brook"
"129753",1393,1338,2010,61,82,72,"A",0,"Pittsburgh","Syracuse"
"129759",1393,1257,2010,104,66,60,"A",0,"Louisville","Syracuse"
"129782",1393,1257,2010,124,78,68,"H",0,"Louisville","Syracuse"
"129881",1393,1207,2010,129,91,84,"N",0,"Georgetown","Syracuse"
"130026",1394,1270,2010,110,65,62,"H",0,"McNeese St","TAM C. Christi"
"130034",1394,1403,2010,12,66,59,"H",0,"Texas Tech","TAM C. Christi"
"130069",1394,1279,2010,27,73,58,"H",0,"Mississippi","TAM C. Christi"
"130121",1394,1400,2010,61,76,70,"H",0,"Texas","TAM C. Christi"
"130127",1394,1372,2010,117,64,43,"H",0,"SF Austin","TAM C. Christi"
"130130",1394,1358,2010,103,90,74,"H",0,"Sam Houston St","TAM C. Christi"
"130154",1394,1426,2010,93,71,66,"H",1,"UT Arlington","TAM C. Christi"
"130155",1394,1284,2010,51,65,51,"H",0,"Monmouth NJ","TAM C. Christi"
"130187",1394,1372,2010,129,60,53,"N",0,"SF Austin","TAM C. Christi"
"130191",1394,1377,2010,13,76,73,"N",0,"South Dakota","TAM C. Christi"
"130198",1394,1358,2010,89,70,58,"A",0,"Sam Houston St","TAM C. Christi"
"130205",1394,1427,2010,107,57,56,"A",0,"UT San Antonio","TAM C. Christi"
"130214",1394,1199,2010,63,94,54,"H",0,"Florida St","TAM C. Christi"
"130231",1394,1245,2010,48,85,76,"H",0,"Kent","TAM C. Christi"
"130238",1394,1222,2010,34,83,76,"H",0,"Houston","TAM C. Christi"
"130271",1395,1140,2010,92,76,56,"H",0,"BYU","TCU"
"130306",1395,1294,2010,58,64,53,"A",0,"N Colorado","TCU"
"130323",1395,1140,2010,129,95,85,"N",0,"BYU","TCU"
"130335",1395,1256,2010,27,68,63,"A",0,"Louisiana Tech","TCU"
"130338",1395,1161,2010,86,63,57,"H",0,"Colorado St","TCU"
"130372",1395,1361,2010,75,67,62,"H",0,"San Diego St","TCU"
"130378",1395,1424,2010,114,78,62,"H",0,"UNLV","TCU"
"130440",1395,1403,2010,36,80,70,"A",0,"Texas Tech","TCU"
"130492",1395,1428,2010,68,65,45,"H",0,"Utah","TCU"
"130517",1395,1361,2010,106,68,51,"A",0,"San Diego St","TCU"
"130583",1395,1140,2010,124,107,77,"A",0,"BYU","TCU"
"130610",1395,1113,2010,15,52,49,"H",0,"Arizona St","TCU"
"130619",1395,1307,2010,121,73,66,"H",0,"New Mexico","TCU"
"130674",1395,1222,2010,51,105,81,"H",0,"Houston","TCU"
"130714",1395,1304,2010,19,90,77,"H",0,"Nebraska","TCU"
"130723",1395,1455,2010,40,80,68,"H",0,"Wichita St","TCU"
"130724",1395,1424,2010,82,79,70,"A",0,"UNLV","TCU"
"130729",1395,1307,2010,89,73,57,"A",0,"New Mexico","TCU"
"130764",1395,1428,2010,100,64,55,"A",0,"Utah","TCU"
"130932",1396,1207,2010,15,46,45,"H",0,"Georgetown","Temple"
"130965",1396,1350,2010,96,71,54,"H",0,"Richmond","Temple"
"130994",1396,1242,2010,61,84,52,"A",0,"Kansas","Temple"
"131017",1396,1150,2010,86,74,64,"H",0,"Charlotte","Temple"
"131074",1396,1385,2010,26,55,48,"A",0,"St John's","Temple"
"131176",1397,1196,2010,113,75,62,"H",0,"Florida","Tennessee"
"131226",1397,1345,2010,21,73,72,"N",0,"Purdue","Tennessee"
"131254",1397,1246,2010,131,74,45,"N",0,"Kentucky","Tennessee"
"131375",1397,1435,2010,99,90,71,"H",0,"Vanderbilt","Tennessee"
"131378",1397,1246,2010,103,73,62,"H",0,"Kentucky","Tennessee"
"131449",1397,1208,2010,82,78,63,"H",0,"Georgia","Tennessee"
"131556",1397,1425,2010,47,77,55,"H",0,"USC","Tennessee"
"131588",1397,1435,2010,86,85,76,"A",0,"Vanderbilt","Tennessee"
"131607",1398,1369,2010,33,74,66,"A",0,"SE Missouri St","Tennessee St"
"131624",1398,1235,2010,22,84,53,"H",0,"Iowa St","Tennessee St"
"131632",1398,1122,2010,75,79,77,"H",0,"Austin Peay","Tennessee St"
"131650",1398,1293,2010,94,76,54,"H",0,"Murray St","Tennessee St"
"131679",1398,1234,2010,71,67,62,"H",0,"Iowa","Tennessee St"
"131705",1398,1296,2010,18,85,57,"H",0,"N Illinois","Tennessee St"
"131740",1398,1184,2010,61,79,71,"H",0,"E Kentucky","Tennessee St"
"131760",1398,1251,2010,26,63,60,"N",0,"Liberty","Tennessee St"
"131761",1398,1184,2010,89,75,58,"A",0,"E Kentucky","Tennessee St"
"131769",1398,1321,2010,20,69,62,"H",0,"Northwestern","Tennessee St"
"131826",1398,1183,2010,31,83,81,"A",3,"E Illinois","Tennessee St"
"131862",1398,1293,2010,66,80,59,"A",0,"Murray St","Tennessee St"
"131864",1398,1287,2010,63,72,66,"H",0,"Morehead St","Tennessee St"
"131867",1398,1240,2010,80,85,67,"H",0,"Jacksonville St","Tennessee St"
"131899",1398,1141,2010,110,79,73,"H",0,"C Michigan","Tennessee St"
"131930",1398,1293,2010,120,84,51,"H",0,"Murray St","Tennessee St"
"131945",1398,1399,2010,82,61,56,"H",0,"Tennessee Tech","Tennessee St"
"131969",1398,1435,2010,47,84,71,"H",0,"Vanderbilt","Tennessee St"
"131978",1398,1287,2010,87,65,50,"A",0,"Morehead St","Tennessee St"
"132125",1398,1373,2010,11,85,69,"A",0,"Siena","Tennessee St"
"132131",1398,1125,2010,28,69,60,"H",0,"Belmont","Tennessee St"
"132185",1398,1183,2010,117,66,61,"H",0,"E Illinois","Tennessee St"
"132187",1398,1104,2010,58,77,65,"H",0,"Alabama","Tennessee St"
"132209",1399,1272,2010,18,92,59,"H",0,"Memphis","Tennessee Tech"
"132215",1399,1287,2010,66,77,64,"A",0,"Morehead St","Tennessee Tech"
"132246",1399,1287,2010,96,84,75,"H",0,"Morehead St","Tennessee Tech"
"132249",1399,1398,2010,105,109,102,"H",2,"Tennessee St","Tennessee Tech"
"132279",1399,1242,2010,25,112,75,"H",0,"Kansas","Tennessee Tech"
"132299",1399,1122,2010,108,77,72,"H",1,"Austin Peay","Tennessee Tech"
"132310",1399,1111,2010,110,81,68,"H",0,"Appalachian St","Tennessee Tech"
"132370",1399,1293,2010,101,94,62,"A",0,"Murray St","Tennessee Tech"
"132382",1399,1324,2010,21,77,56,"A",0,"Oakland","Tennessee Tech"
"132391",1399,1184,2010,68,78,73,"A",0,"E Kentucky","Tennessee Tech"
"132399",1399,1184,2010,94,76,58,"H",0,"E Kentucky","Tennessee Tech"
"132526",1399,1278,2010,11,87,50,"H",0,"Minnesota","Tennessee Tech"
"132578",1399,1287,2010,123,76,47,"N",0,"Morehead St","Tennessee Tech"
"132606",1399,1183,2010,63,97,93,"H",1,"E Illinois","Tennessee Tech"
"132614",1399,1240,2010,33,83,72,"H",0,"Jacksonville St","Tennessee Tech"
"132668",1399,1293,2010,75,88,66,"H",0,"Murray St","Tennessee Tech"
"132704",1399,1191,2010,29,91,90,"A",2,"Evansville","Tennessee Tech"
"132759",1400,1124,2010,89,80,77,"A",1,"Baylor","Texas"
"132762",1400,1401,2010,117,74,58,"H",0,"Texas A&M","Texas"
"132807",1400,1328,2010,96,80,71,"H",0,"Oklahoma","Texas"
"132849",1400,1243,2010,77,71,62,"H",0,"Kansas St","Texas"
"132870",1400,1163,2010,82,88,74,"H",0,"Connecticut","Texas"
"132917",1400,1124,2010,124,92,77,"H",0,"Baylor","Texas"
"132977",1400,1124,2010,129,86,67,"N",0,"Baylor","Texas"
"132982",1400,1281,2010,107,82,77,"H",0,"Missouri","Texas"
"133027",1400,1242,2010,98,80,68,"A",0,"Kansas","Texas"
"133156",1401,1242,2010,105,59,54,"A",0,"Kansas","Texas A&M"
"133208",1401,1329,2010,86,76,69,"H",0,"Oklahoma St","Texas A&M"
"133215",1401,1307,2010,40,84,81,"N",0,"New Mexico","Texas A&M"
"133237",1401,1400,2010,75,72,67,"H",1,"Texas","Texas A&M"
"133320",1401,1452,2010,25,73,66,"N",0,"West Virginia","Texas A&M"
"133338",1401,1124,2010,114,70,66,"H",0,"Baylor","Texas A&M"
"133359",1401,1243,2010,71,88,65,"H",0,"Kansas St","Texas A&M"
"133459",1401,1449,2010,50,73,64,"H",0,"Washington","Texas A&M"
"133528",1401,1242,2010,130,79,66,"N",0,"Kansas","Texas A&M"
"133594",1402,1368,2010,93,75,66,"H",0,"SE Louisiana","Texas St"
"133626",1402,1394,2010,100,63,60,"H",0,"TAM C. Christi","Texas St"
"133636",1402,1426,2010,89,82,78,"A",0,"UT Arlington","Texas St"
"133637",1402,1113,2010,14,84,62,"H",0,"Arizona St","Texas St"
"133690",1402,1454,2010,21,96,77,"N",0,"WI Milwaukee","Texas St"
"133743",1402,1358,2010,79,95,64,"H",0,"Sam Houston St","Texas St"
"133809",1402,1177,2010,47,86,69,"H",0,"DePaul","Texas St"
"133825",1402,1394,2010,72,68,59,"A",0,"TAM C. Christi","Texas St"
"133891",1402,1368,2010,128,79,78,"N",1,"SE Louisiana","Texas St"
"133929",1402,1311,2010,110,66,63,"H",0,"Nicholls St","Texas St"
"133931",1402,1400,2010,40,87,54,"H",0,"Texas","Texas St"
"133988",1402,1169,2010,15,85,82,"N",0,"CS Northridge","Texas St"
"134007",1402,1309,2010,19,67,55,"H",0,"New Orleans","Texas St"
"134012",1402,1374,2010,35,94,86,"H",0,"SMU","Texas St"
"134029",1402,1395,2010,22,108,99,"H",3,"TCU","Texas St"
"134041",1402,1372,2010,114,77,70,"A",0,"SF Austin","Texas St"
"134137",1403,1124,2010,106,88,70,"H",0,"Baylor","Texas Tech"
"134143",1403,1242,2010,75,89,63,"H",0,"Kansas","Texas Tech"
"134155",1403,1401,2010,89,85,70,"H",0,"Texas A&M","Texas Tech"
"134165",1403,1304,2010,117,83,79,"H",2,"Nebraska","Texas Tech"
"134184",1403,1243,2010,113,83,64,"A",0,"Kansas St","Texas Tech"
"134234",1403,1281,2010,72,94,89,"A",1,"Missouri","Texas Tech"
"134272",1403,1400,2010,86,95,83,"H",0,"Texas","Texas Tech"
"134300",1403,1160,2010,124,101,90,"H",0,"Colorado","Texas Tech"
"134444",1403,1307,2010,57,90,75,"H",0,"New Mexico","Texas Tech"
"134445",1403,1455,2010,47,85,83,"H",0,"Wichita St","Texas Tech"
"134457",1403,1400,2010,110,71,67,"A",0,"Texas","Texas Tech"
"134466",1403,1124,2010,120,86,68,"A",0,"Baylor","Texas Tech"
"134469",1403,1329,2010,68,81,52,"H",0,"Oklahoma St","Texas Tech"
"134473",1403,1242,2010,129,80,68,"N",0,"Kansas","Texas Tech"
"134519",1403,1401,2010,103,67,65,"A",0,"Texas A&M","Texas Tech"
"134638",1404,1369,2010,80,77,63,"H",0,"SE Missouri St","TN Martin"
"134665",1404,1199,2010,50,95,68,"H",0,"Florida St","TN Martin"
"134672",1404,1184,2010,33,85,74,"A",0,"E Kentucky","TN Martin"
"134730",1404,1122,2010,66,90,72,"H",0,"Austin Peay","TN Martin"
"134740",1404,1146,2010,40,81,71,"A",0,"Cent Arkansas","TN Martin"
"134768",1404,1183,2010,82,60,46,"H",0,"E Illinois","TN Martin"
"134780",1404,1117,2010,23,80,66,"H",0,"Arkansas St","TN Martin"
"134787",1404,1122,2010,94,74,69,"A",0,"Austin Peay","TN Martin"
"134855",1404,1398,2010,68,73,59,"H",0,"Tennessee St","TN Martin"
"134862",1404,1399,2010,73,76,63,"A",0,"Tennessee Tech","TN Martin"
"134868",1404,1184,2010,115,84,60,"H",0,"E Kentucky","TN Martin"
"134877",1404,1293,2010,63,83,59,"H",0,"Murray St","TN Martin"
"134905",1404,1399,2010,103,70,61,"H",0,"Tennessee Tech","TN Martin"
"134911",1404,1287,2010,117,73,63,"H",0,"Morehead St","TN Martin"
"134912",1404,1240,2010,101,80,68,"H",0,"Jacksonville St","TN Martin"
"134953",1404,1356,2010,12,91,63,"H",0,"S Illinois","TN Martin"
"134986",1404,1281,2010,15,83,68,"H",0,"Missouri","TN Martin"
"135028",1404,1183,2010,106,83,68,"A",0,"E Illinois","TN Martin"
"135040",1404,1287,2010,31,74,66,"A",0,"Morehead St","TN Martin"
"135044",1404,1123,2010,110,68,52,"H",0,"Ball St","TN Martin"
"135048",1404,1283,2010,37,79,51,"H",0,"Missouri St","TN Martin"
"135049",1404,1191,2010,47,84,63,"H",0,"Evansville","TN Martin"
"135071",1404,1240,2010,75,73,63,"A",0,"Jacksonville St","TN Martin"
"135098",1404,1398,2010,96,74,68,"A",0,"Tennessee St","TN Martin"
"135115",1404,1293,2010,89,77,45,"A",0,"Murray St","TN Martin"
"135128",1405,1232,2010,47,55,54,"A",0,"Indiana St","Toledo"
"135130",1405,1185,2010,72,74,59,"H",0,"E Michigan","Toledo"
"135144",1405,1434,2010,40,81,49,"H",0,"Valparaiso","Toledo"
"135148",1405,1153,2010,16,92,68,"H",0,"Cincinnati","Toledo"
"135161",1405,1138,2010,96,65,59,"A",0,"Buffalo","Toledo"
"135194",1405,1325,2010,94,65,58,"A",1,"Ohio","Toledo"
"135239",1405,1103,2010,89,59,45,"H",0,"Akron","Toledo"
"135335",1405,1165,2010,25,78,60,"N",0,"Cornell","Toledo"
"135352",1405,1444,2010,82,73,41,"H",0,"W Michigan","Toledo"
"135357",1405,1227,2010,57,66,52,"H",0,"IL Chicago","Toledo"
"135365",1405,1123,2010,76,71,43,"H",0,"Ball St","Toledo"
"135407",1405,1183,2010,12,72,62,"A",0,"E Illinois","Toledo"
"135409",1405,1296,2010,79,58,54,"A",0,"N Illinois","Toledo"
"135418",1405,1185,2010,107,58,42,"A",0,"E Michigan","Toledo"
"135422",1405,1460,2010,36,66,56,"A",0,"Wright St","Toledo"
"135430",1405,1156,2010,110,87,63,"H",0,"Cleveland St","Toledo"
"135438",1405,1296,2010,122,60,58,"H",0,"N Illinois","Toledo"
"135444",1405,1277,2010,18,75,62,"H",0,"Michigan St","Toledo"
"135489",1405,1180,2010,26,69,59,"H",0,"Drexel","Toledo"
"135492",1405,1275,2010,100,55,47,"H",0,"Miami OH","Toledo"
"135493",1405,1104,2010,63,67,50,"A",0,"Alabama","Toledo"
"135505",1405,1132,2010,91,58,47,"H",0,"Bowling Green","Toledo"
"135528",1405,1138,2010,125,72,54,"H",0,"Buffalo","Toledo"
"135545",1405,1245,2010,85,69,49,"A",0,"Kent","Toledo"
"135561",1405,1141,2010,104,63,46,"H",0,"C Michigan","Toledo"
"135564",1405,1436,2010,27,82,49,"N",0,"Vermont","Toledo"
"135595",1405,1444,2010,114,61,41,"A",0,"W Michigan","Toledo"
"135599",1405,1141,2010,68,59,48,"A",0,"C Michigan","Toledo"
"135643",1406,1180,2010,92,97,55,"H",0,"Drexel","Towson"
"135644",1406,1288,2010,50,87,80,"H",0,"Morgan St","Towson"
"135778",1406,1264,2010,110,78,62,"H",0,"Manhattan","Towson"
"135798",1406,1220,2010,65,77,61,"H",0,"Hofstra","Towson"
"135856",1406,1173,2010,26,74,69,"H",0,"Dayton","Towson"
"135857",1406,1241,2010,68,69,66,"H",0,"James Madison","Towson"
"135865",1406,1138,2010,19,78,69,"A",1,"Buffalo","Towson"
"135906",1406,1180,2010,72,52,49,"A",0,"Drexel","Towson"
"135956",1406,1298,2010,22,87,70,"H",0,"Navy","Towson"
"135966",1406,1386,2010,77,64,57,"H",0,"St Joseph's PA","Towson"
"135983",1406,1203,2010,40,73,69,"A",0,"G Washington","Towson"
"135985",1406,1318,2010,79,73,48,"A",0,"Northeastern","Towson"
"135991",1406,1433,2010,86,112,53,"H",0,"VCU","Towson"
"136019",1406,1330,2010,63,87,71,"A",0,"Old Dominion","Towson"
"136021",1406,1206,2010,82,80,71,"A",0,"George Mason","Towson"
"136067",1406,1132,2010,58,70,69,"A",0,"Bowling Green","Towson"
"136073",1406,1330,2010,124,86,56,"N",0,"Old Dominion","Towson"
"136142",1406,1423,2010,100,80,72,"A",0,"UNC Wilmington","Towson"
"136185",1406,1209,2010,61,70,61,"H",0,"Georgia St","Towson"
"136192",1406,1330,2010,106,78,67,"H",0,"Old Dominion","Towson"
"136206",1406,1220,2010,33,84,64,"A",0,"Hofstra","Towson"
"136250",1407,1412,2010,22,77,59,"H",0,"UAB","Troy"
"136313",1407,1267,2010,56,78,75,"A",0,"Marshall","Troy"
"136318",1407,1418,2010,82,69,54,"H",0,"Louisiana","Troy"
"136340",1407,1317,2010,73,75,72,"A",0,"North Texas","Troy"
"136357",1407,1196,2010,18,80,58,"H",0,"Florida","Troy"
"136362",1407,1267,2010,40,99,70,"H",0,"Marshall","Troy"
"136397",1407,1375,2010,75,69,67,"H",0,"South Alabama","Troy"
"136398",1407,1222,2010,42,93,85,"H",0,"Houston","Troy"
"136403",1407,1204,2010,27,80,77,"H",0,"Ga Southern","Troy"
"136448",1407,1194,2010,66,83,69,"H",0,"FL Atlantic","Troy"
"136506",1407,1443,2010,96,87,69,"H",0,"WKU","Troy"
"136568",1407,1317,2010,127,66,63,"N",0,"North Texas","Troy"
"136637",1408,1267,2010,110,58,55,"A",0,"Marshall","Tulane"
"136649",1408,1416,2010,103,62,54,"H",0,"UCF","Tulane"
"136674",1408,1309,2010,30,51,50,"A",0,"New Orleans","Tulane"
"136684",1408,1207,2010,11,74,58,"A",0,"Georgetown","Tulane"
"136704",1408,1379,2010,128,57,47,"N",0,"Southern Miss","Tulane"
"136708",1408,1270,2010,44,61,57,"A",0,"McNeese St","Tulane"
"136765",1408,1187,2010,83,61,46,"A",0,"East Carolina","Tulane"
"136767",1408,1431,2010,86,84,71,"H",0,"UTEP","Tulane"
"136777",1408,1379,2010,120,66,57,"H",0,"Southern Miss","Tulane"
"136785",1408,1267,2010,75,89,79,"H",0,"Marshall","Tulane"
"136802",1408,1433,2010,47,78,77,"A",0,"VCU","Tulane"
"136828",1408,1274,2010,17,74,54,"N",0,"Miami FL","Tulane"
"136833",1408,1443,2010,34,62,48,"H",0,"WKU","Tulane"
"136843",1408,1412,2010,68,58,49,"A",0,"UAB","Tulane"
"136910",1408,1187,2010,100,71,68,"H",0,"East Carolina","Tulane"
"136918",1408,1412,2010,117,76,55,"H",0,"UAB","Tulane"
"136919",1408,1247,2010,20,61,59,"N",0,"La Salle","Tulane"
"136952",1408,1409,2010,65,73,59,"H",0,"Tulsa","Tulane"
"136954",1408,1379,2010,89,58,40,"A",0,"Southern Miss","Tulane"
"137006",1408,1272,2010,107,77,64,"A",0,"Memphis","Tulane"
"137055",1408,1374,2010,96,66,48,"A",0,"SMU","Tulane"
"137074",1408,1249,2010,61,70,67,"H",0,"Lamar","Tulane"
"137142",1409,1181,2010,115,70,52,"H",0,"Duke","Tulsa"
"137152",1409,1272,2010,103,93,86,"A",0,"Memphis","Tulsa"
"137208",1409,1305,2010,51,99,68,"N",0,"Nevada","Tulsa"
"137213",1409,1272,2010,124,75,53,"H",0,"Memphis","Tulsa"
"137316",1409,1267,2010,107,64,58,"H",0,"Marshall","Tulsa"
"137339",1409,1431,2010,96,73,59,"H",0,"UTEP","Tulsa"
"137340",1409,1304,2010,50,74,70,"N",0,"Nebraska","Tulsa"
"137375",1409,1431,2010,110,78,70,"A",0,"UTEP","Tulsa"
"137435",1409,1431,2010,130,75,61,"N",0,"UTEP","Tulsa"
"137483",1409,1412,2010,85,65,55,"H",0,"UAB","Tulsa"
"137513",1409,1283,2010,26,83,75,"H",0,"Missouri St","Tulsa"
"137546",1410,1394,2010,17,77,55,"H",0,"TAM C. Christi","UTRGV"
"137642",1410,1319,2010,56,64,59,"A",0,"Northern Arizona","UTRGV"
"137692",1410,1427,2010,46,72,48,"A",0,"UT San Antonio","UTRGV"
